TAXONOMIC_NAME,FAMILY,Lmax,Linf,K,Kyears,M,Lifespan,GenerationTime,AgeMat,Lmat,LmaxYields,Wmax,MaxN_prot,Repr,Fecundity,Resilience,Main food,Trophic level,QB
Trichiurus lepturus,Trichiuridae,234.0,151,0.25,0.43,0.29,11.6,4.6,2.3,75.6,108.9,"2,183.0 g",61.6/385.0,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,4.4+/- s.e. 0.37,times the body weight per year
Trichiurus nickolensis,Trichiuridae,70.2,72.6,0.65,0.19,0.81,4.4,1.4,1,39.2,46.2,,,,,High; decline threshold,,,times the body weight per year
Trichonotus blochii,Trichonotidae,14.3,15.2,,,,0,0,0,9.6,9.1,,,,,Please en,,,times the body weight per year
Trichonotus setiger,Trichonotidae,22.0,23.2,,,1.22,0,0,0,14.1,14.1,,,,,Please en,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Tridentiger trigonocephalus,Gobiidae,11.0,11.7,0.6,0.35,1.01,4.6,1.9,1.4,7.6,6.9,,,,,High; decline threshold,,0,times the body weight per year
Trigonolampa miriceps,Stomiidae,32.0,33.5,0.28,0.58,,10.1,2.9,2.6,19.6,20.7,,,,,Medium; decline threshold,mainly animals,4.5+/- s.e. 0.8,times the body weight per year
Trimma anaima,Gobiidae,3.0,3.3,1.65,0.17,,1.6,0.8,0.6,2.4,1.8,,,,,High; decline threshold,,,times the body weight per year
Trimma annosum,Gobiidae,2.8,3,1.76,0.17,,1.5,0.7,0.6,2.2,1.7,,,,,High; decline threshold,,0,times the body weight per year
Trimma benjamini,Gobiidae,3.0,3.3,1.65,0.17,,1.6,0.8,0.6,2.4,1.8,,,,,High; decline threshold,,0,times the body weight per year
Trimma caesiura,Gobiidae,3.5,3.8,1.43,0.19,,1.9,0.9,0.7,2.8,2.1,,,,,High; decline threshold,,,times the body weight per year
Trimma capostriatum,Gobiidae,2.9,3.2,1.7,0.17,,1.6,0.8,0.6,2.4,1.8,,,,,High; decline threshold,,,times the body weight per year
Trimma emeryi,Gobiidae,2.5,2.7,2.35,0.13,5.66,1.1,0.6,0.4,2,1.5,,,,,High; decline threshold,,,times the body weight per year
Trimma flammeum,Gobiidae,2.2,2.4,2.2,0.14,,1.2,0.6,0.5,1.8,1.3,,,,,High; decline threshold,,,times the body weight per year
Trimma flavatrum,Gobiidae,2.3,2.5,2.11,0.15,,1.3,0.7,0.5,1.9,1.4,,,,,High; decline threshold,,0,times the body weight per year
Trimma hamartium,Gobiidae,2.5,2.8,,,,0,0,0,2.1,1.6,,,,,Please en,,0,times the body weight per year
Trimma hoesei,Gobiidae,2.4,2.6,2.03,0.15,,1.3,0.7,0.6,2,1.4,,,,,High; decline threshold,,,times the body weight per year
Trimma hollemani,Gobiidae,2.8,3,1.78,0.16,,1.5,0.7,0.6,2.2,1.7,,,,,High; decline threshold,,,times the body weight per year
Trimma kitrinum,Gobiidae,2.7,2.9,1.83,0.16,,1.5,0.8,0.6,2.2,1.6,,,,,High; decline threshold,,,times the body weight per year
Trimma lantana,Gobiidae,2.9,3.2,1.68,0.17,,1.6,0.8,0.7,2.4,1.8,,,,,High; decline threshold,,,times the body weight per year
Trimma macrophthalmum,Gobiidae,2.5,2.7,2.35,0.13,5.66,1.1,0.6,0.4,2,1.5,,,,,High; decline threshold,,,times the body weight per year
Trimma maiandros,Gobiidae,2.7,2.9,1.82,0.16,,1.5,0.8,0.6,2.2,1.6,,,,,High; decline threshold,,,times the body weight per year
Trimma meristum,Gobiidae,1.9,2.1,2.51,0.13,,1.1,0.6,0.4,1.6,1.2,,,,,High; decline threshold,,,times the body weight per year
Trimma milta,Gobiidae,3.0,3.3,1.98,0.14,4.74,1.4,0.7,0.5,2.4,1.8,,,,,High; decline threshold,,,times the body weight per year
Trimma nasa,Gobiidae,2.3,2.5,2.16,0.14,,1.2,0.7,0.5,1.9,1.4,,,,,High; decline threshold,,,times the body weight per year
Trimma naudei,Gobiidae,3.5,3.8,1.43,0.19,,1.9,0.9,0.7,2.8,2.1,,,,,High; decline threshold,mainly animals,3.3+/- s.e. 0.42,times the body weight per year
Trimma necopina,Gobiidae,4.0,4.3,1.52,0.18,3.04,1.8,0.8,0.7,3.1,2.4,,,,,High; decline threshold,,,times the body weight per year
Trimma okinawae,Gobiidae,3.5,3.8,1.43,0.19,,1.9,0.9,0.7,2.8,2.1,,,,,High; decline threshold,,0,times the body weight per year
Trimma pentherum,Gobiidae,2.0,2.2,2.36,0.13,,1.1,0.6,0.5,1.7,1.2,,,,,High; decline threshold,,,times the body weight per year
Trimma readerae,Gobiidae,2.6,2.8,1.88,0.16,,1.4,0.7,0.6,2.1,1.6,,,,,High; decline threshold,,,times the body weight per year
Trimma sheppardi,Gobiidae,1.9,2,2.57,0.13,,1,0.6,0.5,1.6,1.1,,,,,High; decline threshold,,,times the body weight per year
Trimma stobbsi,Gobiidae,2.5,2.7,2.35,0.13,5.66,1.1,0.6,0.4,2,1.5,,,,,High; decline threshold,,,times the body weight per year
Trimma striatum,Gobiidae,3.0,3.3,1.98,0.14,4.74,1.4,0.7,0.5,2.4,1.8,,,,,High; decline threshold,,0,times the body weight per year
Trimma taylori,Gobiidae,3.5,3.8,1.43,0.19,,1.9,0.9,0.7,2.8,2.1,,,,,High; decline threshold,mainly animals,3,times the body weight per year
Trimma tevegae,Gobiidae,4.5,4.9,1.36,0.19,3.26,2,0.9,0.7,3.5,2.8,,,,,High; decline threshold,mainly animals,3,times the body weight per year
Trimma unisquamis,Gobiidae,2.6 NG,2.8,2.02,0.15,,1.3,0.7,0.5,2.1,1.6,,,,,High; decline threshold,,,times the body weight per year
Trimmatom eviotops,Gobiidae,2.1,2.3,2.3,0.14,,1.2,0.6,0.5,1.8,1.3,,,,,High; decline threshold,,0,times the body weight per year
Trimmatom macropodus,Gobiidae,1.6,1.8,3.55,0.09,8.5,0.8,0.4,0.3,1.4,1,,,,,High; decline threshold,,,times the body weight per year
Trimmatom nanus,Gobiidae,1.0,1.1,4.56,0.08,,0.6,0.4,0.3,0.9,0.6,,,,,High; decline threshold,,,times the body weight per year
Trimmatom pharus,Gobiidae,2.2,2.4,2.64,0.12,6.36,1,0.5,0.4,1.8,1.3,,,,,High; decline threshold,,,times the body weight per year
Trinorfolkia clarkei,Tripterygiidae,8.0,8.6,1.05,0.21,1.66,2.6,1.1,0.9,5.8,5,,,,,High; decline threshold,,,times the body weight per year
Trinorfolkia cristata,Tripterygiidae,5.2,5.6,1.3,0.19,,2.1,0.9,0.7,3.9,3.2,,,,,High; decline threshold,,,times the body weight per year
Trinorfolkia incisa,Tripterygiidae,3.6,3.9,1.84,0.15,,1.5,0.7,0.5,2.8,2.2,,,,,High; decline threshold,,,times the body weight per year
Triodon macropterus,Triodontidae,54.0,56.1,,,0.65,0,0,0,31.1,35.4,,,,,Please en,mainly animals,3.1+/- s.e. 0.27,times the body weight per year
Triphoturus nigrescens,Myctophidae,8.1,8.7,0.4,0.58,,6.9,2.9,2.2,5.8,5.1,4.5 g,0.1/0.6,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.21,times the body weight per year
Tripodichthys angustifrons,Triacanthidae,20.0,21.1,0.4,0.45,0.91,7,2.6,1.9,12.9,12.8,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Tripterophycis gilchristi,Moridae,33.0,34.5,0.18,0.91,0.3,15.8,4.4,3.9,20.1,21.3,,,,,Medium; decline threshold,mainly animals,3+/- s.e. 0.18,times the body weight per year
Tripterophycis svetovidovi,Moridae,23.4,24.6,0.21,0.85,,13.4,3.6,3.5,14.8,15,,,,,Medium; decline threshold,,,times the body weight per year
Triso dermopterus,Serranidae,68.0,72.2,0.16,0.84,0.34,17.9,5.5,4,39,46,,,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Trixiphichthys weberi,Triacanthidae,30.0,31.5,0.28,0.59,0.64,10.1,2.8,2.6,18.5,19.4,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Trygonoptera galba,Urolophidae,32.8,34.3,0.11,1.51,0.26,25.8,7.2,6.4,20,21.2,,,,,Low; decline threshold,,,times the body weight per year
Trygonoptera imitata,Urolophidae,68.9,71.3,0.06,2.32,0.12,47.7,14.6,10.6,38.5,45.4,,,,,Low; decline threshold,,,times the body weight per year
Trygonoptera mucosa,Urolophidae,44.0,45.8,0.1,1.54,0.19,28.5,8.3,6.8,25.9,28.6,,,,,Low; decline threshold,mainly animals,0,times the body weight per year
Trygonoptera ovalis,Urolophidae,61.0,63.2,0.07,2.05,0.16,40.8,12.3,9.3,34.6,40,,,,,Low; decline threshold,,0,times the body weight per year
Trygonoptera personata,Urolophidae,47.0,48.9,0.09,1.69,0.2,31.6,9.2,7.5,27.5,30.6,,,,,Low; decline threshold,mainly animals,0,times the body weight per year
Trygonoptera testacea,Urolophidae,47.0,48.9,0.09,1.69,0.17,31.6,9.2,7.5,27.5,30.6,,,,,Low; decline threshold,mainly animals,3.8+/- s.e. 0.59,times the body weight per year
Trygonorrhina fasciata,Rhinobatidae,126.0,116,0.16,0.73,0.22,18,6.6,3.8,59.7,79.5,,,bearers: internal live bearers,,Medium; decline threshold,,,times the body weight per year
Trygonorrhina melaleuca,Rhinobatidae,90.0,92.7,0.2,0.62,0.32,14.4,4.5,3.1,48.8,59.7,,,,,Medium; decline threshold,,0,times the body weight per year
Trypauchenichthys larsonae,Gobiidae,12.5,13.3,0.39,0.53,,7.2,2.8,2.1,8.5,7.9,,,,,High; decline threshold,,,times the body weight per year
Trypauchenichthys sumatrensis,Gobiidae,6.6,7.1,0.96,0.25,2.29,2.9,1.3,1,4.9,4.1,,,,,High; decline threshold,,0,times the body weight per year
Trypauchenichthys typus,Gobiidae,18.0,19,0.38,0.49,0.9,7.4,2.8,2.1,11.8,11.4,,,,,High; decline threshold,,,times the body weight per year
Tubbia stewarti,Centrolophidae,56.0,58.1,0.19,0.74,,15,4.5,3.5,32.1,36.7,,,,,Medium; decline threshold,,,times the body weight per year
Tubbia tasmanica,Centrolophidae,67.0,69.3,0.19,0.71,0.27,15.1,4.6,3.4,37.6,44.1,,,,,Medium; decline threshold,,,times the body weight per year
Tydemania navigatoris,Triacanthodidae,12.0,12.8,,,,0,0,0,8.2,7.6,,,,,Please en,mainly animals,4.4+/- s.e. 0.8,times the body weight per year
Tylerius spinosissimus,Tetraodontidae,12.0,12.8,1.29,0.15,1.67,2.2,0.9,0.6,8.2,7.6,82.4 g,2.1/13.1,,,High; decline threshold,,,times the body weight per year
Tylosurus acus acus,Belonidae,153.0,79.8,0.44,0.28,,6.5,0,1.5,42.6,0,793.0 g,21.7/135.6,,,High; decline threshold,,,
Tylosurus crocodilus,Belonidae,150.0,113,0.3,0.39,0.52,9.6,3.1,2,58.3,73.3,"2,971.0 g",84.6/528.8,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,4.4+/- s.e. 0.43,times the body weight per year
Tylosurus gavialoides,Belonidae,75.0 OT,77.5,0.15,0.88,,19.1,5.9,4.2,41.5,49.5,,,,,Low; decline threshold,,,times the body weight per year
Tylosurus punctulatus,Belonidae,58.3,60.5,0.25,0.55,,11.4,3.4,2.6,33.3,38.2,,,,,Medium; decline threshold,,,times the body weight per year
Tyson belos,Xenisthmidae,2.2,2.4,,,6.21,0,0,0,1.8,1.3,,,,,Please en,,,times the body weight per year
Ucla xenogrammus,Tripterygiidae,4.7,5.1,1.43,0.18,,1.9,0.9,0.7,3.6,2.9,,,,,High; decline threshold,,0,times the body weight per year
Ulua aurochs,Carangidae,50.0,52,0.39,0.36,0.72,7.3,2.2,1.7,29,32.7,,,,,High; decline threshold,mainly animals,4.1+/- s.e. 0.34,times the body weight per year
Ulua mentalis,Carangidae,100.0,102.8,0.2,0.6,0.37,14.4,4.6,3.1,53.5,66.5,"18,735.0 g","563.4/3,521.2",,,Medium; decline threshold,mainly animals,3.7+/- s.e. 0.51,times the body weight per year
Upeneichthys lineatus,Mullidae,40.0 FL,41.7,0.3,0.51,,9.5,2.7,2.3,23.8,26,"1,204.0 g",33.3/208.1,,,Medium; decline threshold,mainly animals,3.1+/- s.e. 0.2,times the body weight per year
Upeneichthys stotti,Mullidae,17.9,18.9,0.69,0.27,1,4.1,1.5,1.1,11.7,11.4,,,,,High; decline threshold,mainly animals,3.5,times the body weight per year
Upeneichthys vlamingii,Mullidae,35.0,36.6,0.37,0.42,0.63,7.7,2.2,1.9,21.2,22.7,,,,,High; decline threshold,,,times the body weight per year
Upeneus asymmetricus,Mullidae,30.0,31.5,0.43,0.38,0.73,6.6,1.8,1.7,18.5,19.4,217.0 g,5.7/35.6,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Upeneus australiae,Mullidae,16.0,16.9,0.64,0.3,,4.4,1.7,1.2,10.6,10.1,86.1 g,2.2/13.8,,,High; decline threshold,mainly animals,3.4,times the body weight per year
Upeneus guttatus,Mullidae,16.0,16.9,0.64,0.3,,4.4,1.7,1.2,10.6,10.1,75.6 g,1.9/11.9,,,High; decline threshold,mainly animals,3.5,times the body weight per year
Upeneus japonicus,Mullidae,15.7,15.6,0.66,0.29,0.86,4.3,1.5,1.2,9.8,10.9,42.4 g,1.1/6.9,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.38,times the body weight per year
Upeneus luzonius,Mullidae,20.0,19,0.5,0.37,1.18,5.6,2.1,1.6,11.8,11.4,,,,,High; decline threshold,,0,times the body weight per year
Upeneus margarethae,Mullidae,11.0,11.7,0.9,0.23,,3.1,1.3,0.9,7.6,6.9,,,,,High; decline threshold,,,times the body weight per year
Upeneus moluccensis,Mullidae,22.0,25.9,0.65,0.26,1.35,4.4,1.2,1.1,15.5,15.8,420.0 g,11.3/70.6,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.27,times the body weight per year
Upeneus mouthami,Mullidae,9.5,10.1,1.03,0.21,,2.7,1.1,0.8,6.7,5.9,,,,,High; decline threshold,,,times the body weight per year
Upeneus stenopsis,Mullidae,13.1,13.9,0.77,0.26,,3.6,1.4,1.1,8.9,8.3,,,,,High; decline threshold,,,times the body weight per year
Upeneus sulphureus,Mullidae,23.0,21.9,0.96,0.18,1.89,2.9,1.1,0.8,13.4,13.3,203.0 g,5.3/33.1,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.1,times the body weight per year
Upeneus sundaicus,Mullidae,22.0,23.2,0.57,0.31,1.16,5,1.8,1.3,14.1,14.1,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Upeneus torres,Mullidae,10.0,10.7,0.99,0.21,,2.8,1.2,0.9,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Upeneus tragula,Mullidae,25.0,20.5,0.9,0.2,1.8,3.1,1.2,0.9,12.6,12.4,138.8 g,3.6/22.5,,,High; decline threshold,mainly animals,3.6,times the body weight per year
Upeneus vittatus,Mullidae,28.0,20.2,0.53,0.34,1.19,5.3,2,1.5,12.4,12.2,134.0 g,3.5/21.9,,,High; decline threshold,mainly animals,3.6,times the body weight per year
Uranoscopus bicinctus,Uranoscopidae,20.0,21.1,0.4,0.45,,7,2.6,1.9,12.9,12.8,,,,,High; decline threshold,,0,times the body weight per year
Uranoscopus cognatus,Uranoscopidae,16.5,17.5,0.58,0.32,1.26,4.9,1.9,1.4,10.9,10.5,,,,,High; decline threshold,,,times the body weight per year
Uranoscopus kaianus,Uranoscopidae,22.0,23.2,0.44,0.4,0.96,6.4,2.4,1.7,14.1,14.1,,,,,High; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Uranoscopus sulphureus,Uranoscopidae,45.0,46.9,0.23,0.65,0.5,12.4,3.6,3,26.5,29.3,,,,,Medium; decline threshold,mainly animals,4+/- s.e. 0.7,times the body weight per year
Uraspis helvola,Carangidae,58.0,60.2,0.34,0.4,0.6,8.4,2.5,1.9,33.1,38,,,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,3.8+/- s.e. 0.58,times the body weight per year
Uraspis secunda,Carangidae,50.0,52,0.39,0.36,0.6,7.3,2.2,1.7,29,32.7,,,,,High; decline threshold,,,times the body weight per year
Uraspis uraspis,Carangidae,28.0 FL,29.4,0.6,0.27,,4.7,1.3,1.2,17.4,18,,,,,High; decline threshold,mainly animals,4.1+/- s.e. 0.43,times the body weight per year
Urocampus carinirostris,Syngnathidae,10.0,10.7,1.42,0.15,,2,0.8,0.6,7,6.3,,,,,High; decline threshold,mainly animals,3+/- s.e. 0.05,times the body weight per year
Uroconger lepturus,Congridae,52.0,54,0.27,0.53,0.54,10.6,3.1,2.5,30,34,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Urogymnus acanthobothrium,Dasyatidae,103.0 WD,105.9,,,,0,0,0,55,68.5,,,,,Please en,,,times the body weight per year
Urogymnus asperrimus,Dasyatidae,147.0 WD,150.3,,,,0,0,0,75.3,98.7,,,,,Please en,mainly animals,3.5+/- s.e. 0.46,times the body weight per year
Urogymnus dalyensis,Dasyatidae,124.0 WD,127.1,,,,0,0,0,64.8,82.9,,,,,Please en,,,times the body weight per year
Urogymnus granulatus,Dasyatidae,141.0 WD,144.2,,,,0,0,0,72.6,94.5,,,,,Please en,mainly animals,4.1+/- s.e. 0.64,times the body weight per year
Urolophus bucculentus,Urolophidae,80.0,82.6,0.06,2.23,0.11,47.8,14.8,10.4,44,52.9,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus circularis,Urolophidae,60.0,62.2,0.07,2.06,0.16,40.8,12.3,9.3,34.1,39.4,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus cruciatus,Urolophidae,50.0,52,0.09,1.66,0.17,31.7,9.4,7.4,29,32.7,,,,,Low; decline threshold,mainly animals,3.4+/- s.e. 0.44,times the body weight per year
Urolophus expansus,Urolophidae,47.0,48.9,0.09,1.69,0.17,31.6,9.2,7.5,27.5,30.6,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus flavomosaicus,Urolophidae,59.0,61.2,0.08,1.8,0.21,35.7,10.7,8.2,33.6,38.7,,,,,Low; decline threshold,,,times the body weight per year
Urolophus gigas,Urolophidae,70.0,72.4,0.06,2.31,0.12,47.7,14.6,10.6,39.1,46.1,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus kapalensis,Urolophidae,43.3,45.1,0.09,1.73,0.21,31.6,9.2,7.5,25.5,28.2,,,,,Low; decline threshold,,,times the body weight per year
Urolophus lobatus,Urolophidae,38.0,39.7,0.11,1.45,0.21,25.8,7.4,6.3,22.8,24.7,,,,,Low; decline threshold,mainly animals,0,times the body weight per year
Urolophus mitosis,Urolophidae,29.0,30.4,0.15,1.13,0.4,18.9,5.2,4.8,17.9,18.7,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus orarius,Urolophidae,31.0,32.5,0.14,1.2,0.31,20.2,5.6,5.1,19,20,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus paucimaculatus,Urolophidae,57.0,42.8,0.45,0.33,0.59,6.3,2.3,1.5,24.4,29.8,,,,,High; decline threshold,mainly animals,3.7+/- s.e. 0.59,times the body weight per year
Urolophus piperatus,Urolophidae,48.4,50.4,0.09,1.68,0.16,31.7,9.3,7.4,28.2,31.6,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus sufflavus,Urolophidae,42.0,43.8,0.1,1.56,0.19,28.4,8.2,6.8,24.9,27.3,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus viridis,Urolophidae,44.0,45.8,0.1,1.54,0.19,28.5,8.3,6.8,25.9,28.6,,,,,Low; decline threshold,,0,times the body weight per year
Urolophus westraliensis,Urolophidae,36.0,37.6,0.12,1.35,0.22,23.6,6.7,5.8,21.7,23.3,,,,,Low; decline threshold,,0,times the body weight per year
Uropterygius concolor,Muraenidae,50.0,52,0.25,0.58,0.52,11.4,3.4,2.7,29,32.7,,,,,Medium; decline threshold,,,times the body weight per year
Uropterygius fuscoguttatus,Muraenidae,30.0,31.5,0.4,0.41,0.83,7.1,2,1.8,18.5,19.4,,,,,High; decline threshold,,,times the body weight per year
Uropterygius kamar,Muraenidae,37.0,38.7,0.33,0.47,0.68,8.6,2.5,2.1,22.3,24,,,,,High; decline threshold,,0,times the body weight per year
Uropterygius marmoratus,Muraenidae,62.0,64.3,0.17,0.81,,16.8,5.1,3.8,35.1,40.8,,,,,Medium; decline threshold,,,times the body weight per year
Uropterygius micropterus,Muraenidae,30.0,31.5,0.4,0.41,0.83,7.1,2,1.8,18.5,19.4,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Uropterygius nagoensis,Muraenidae,71.3,73.7,0.18,0.74,0.31,15.9,4.9,3.6,39.7,47,,,,,Medium; decline threshold,,0,times the body weight per year
Uropterygius xenodontus,Muraenidae,53.0,55.1,0.24,0.59,0.49,11.9,3.6,2.8,30.6,34.7,,,,,Medium; decline threshold,,,times the body weight per year
Valamugil speigleri,Mugilidae,35.0,36.6,0.28,0.56,0.61,10.2,2.9,2.5,21.2,22.7,,,,,Medium; decline threshold,plants/detritus+animals,2.2,times the body weight per year
Valenciennea alleni,Gobiidae,7.4,7.9,0.72,0.32,,3.8,1.6,1.2,5.3,4.6,,,,,High; decline threshold,mainly animals,3,times the body weight per year
Valenciennea decora,Gobiidae,11.3,12,0.48,0.44,,5.8,2.3,1.7,7.8,7.1,,,,,High; decline threshold,,,times the body weight per year
Valenciennea helsdingenii,Gobiidae,25.0,26.3,0.28,0.62,0.66,10.1,2.8,2.6,15.7,16.1,,,,,Medium; decline threshold,mainly plants/detritus,3.4+/- s.e. 0.41,times the body weight per year
Valenciennea immaculata,Gobiidae,13.0,13.8,0.51,0.4,1.22,5.5,2.2,1.6,8.8,8.2,,,,,High; decline threshold,,,times the body weight per year
Valenciennea longipinnis,Gobiidae,18.0,19,0.31,0.61,,9.1,3.4,2.5,11.8,11.4,55.3 g,1.4/8.8,,,High; decline threshold,mainly animals,3+/- s.e. 0.14,times the body weight per year
Valenciennea muralis,Gobiidae,16.0,16.9,0.35,0.55,,8,3.1,2.3,10.6,10.1,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Valenciennea parva,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Valenciennea puellaris,Gobiidae,20.0,21.1,0.29,0.63,,9.7,3.6,2.6,12.9,12.8,,,,,Medium; decline threshold,,0,times the body weight per year
Valenciennea randalli,Gobiidae,16.0,16.9,0.35,0.55,,8,3.1,2.3,10.6,10.1,,,,,High; decline threshold,,0,times the body weight per year
Valenciennea sexguttata,Gobiidae,14.0,14.9,0.48,0.41,1.14,5.8,2.3,1.7,9.4,8.9,,,,,High; decline threshold,,0,times the body weight per year
Valenciennea strigata,Gobiidae,18.0,19,2.84,0.06,4.03,1,0.4,0.3,11.8,11.4,,,,,High; decline threshold,mainly animals,4+/- s.e. 0.57,times the body weight per year
Valenciennea wardii,Gobiidae,15.0,15.9,0.37,0.53,,7.6,2.9,2.1,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Valenciennellus tripunctulatus,Sternoptychidae,3.1,3.4,1.39,0.21,,1.9,1,0.7,2.5,1.9,,,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.24,times the body weight per year
Vanacampus margaritifer,Syngnathidae,15.9,16.8,0.93,0.2,,3,1.2,0.9,10.5,10.1,,,,,High; decline threshold,,,times the body weight per year
Vanacampus phillipi,Syngnathidae,18.4,19.4,0.81,0.22,,3.5,1.3,1,12,11.7,,,,,High; decline threshold,mainly animals,2.9+/- s.e. 0.18,times the body weight per year
Vanacampus poecilolaemus,Syngnathidae,26.1,27.4,0.59,0.28,,4.8,1.3,1.3,16.3,16.8,,,,,High; decline threshold,,0,times the body weight per year
Vanacampus vercoi,Syngnathidae,10.5,11.2,1.36,0.15,,2.1,0.8,0.6,7.3,6.6,,,,,High; decline threshold,,,times the body weight per year
Vanderhorstia ambanoro,Gobiidae,13.0,13.8,0.51,0.4,1.22,5.5,2.2,1.6,8.8,8.2,,,,,High; decline threshold,,0,times the body weight per year
Vanderhorstia mertensi,Gobiidae,11.0,11.7,0.6,0.35,1.43,4.6,1.9,1.4,7.6,6.9,,,,,High; decline threshold,,,times the body weight per year
